age,d18O,Ca2
61940,-40.11,300.63
61940,-40.29,408.36
61960,-40.29,408.36
61960,-40,361.59
61980,-40,361.59
61980,-41.68,382.56
62000,-41.68,382.56
62000,-40.26,284.43
62020,-40.26,284.43
62020,-41.6,419.53
62040,-41.6,419.53
62040,-39.9,435.37
62060,-39.9,435.37
62060,-39.29,373.43
62080,-39.29,373.43
62080,-39.44,NA
62100,-39.44,NA
62100,-41.71,368.68
62120,-41.71,368.68
62120,-41.91,400.68
62140,-41.91,400.68
62140,-41.9,444.33
62160,-41.9,444.33
62160,-40.94,363.83
62180,-40.94,363.83
62180,-42.38,516.92
62200,-42.38,516.92
62200,-43.27,467.35
62220,-43.27,467.35
62220,-41.02,420.67
62240,-41.02,420.67
62240,-40.93,324.73
62260,-40.93,324.73
62260,-39.2,374.28
62280,-39.2,374.28
62280,-41.59,327.72
62300,-41.59,327.72
62300,-42.13,491.95
62320,-42.13,491.95
62320,-40.91,385.26
62340,-40.91,385.26
62340,-42.77,450.15
62360,-42.77,450.15
62360,-43.49,389.05
62380,-43.49,389.05
62380,-41.91,399.69
62400,-41.91,399.69
62400,-39.64,416.08
62420,-39.64,416.08
62420,-41.02,260.54
62440,-41.02,260.54
62440,-42.42,288.92
62460,-42.42,288.92
62460,-40.88,340.03
62480,-40.88,340.03
62480,-43.21,413.43
62500,-43.21,413.43
62500,-40.62,413.85
62520,-40.62,413.85
62520,-42.05,524.73
62540,-42.05,524.73
62540,-41.99,432.01
62560,-41.99,432.01
62560,-42.23,454.29
62580,-42.23,454.29
62580,-41.78,441.77
62600,-41.78,441.77
62600,-42.39,445.74
62620,-42.39,445.74
62620,-42.26,479.37
62640,-42.26,479.37
62640,-42.03,409.74
62660,-42.03,409.74
62660,-40.63,339.59
62680,-40.63,339.59
62680,-41.21,367.82
62700,-41.21,367.82
62700,-40.6,444.81
62720,-40.6,444.81
62720,-42.46,377.89
62740,-42.46,377.89
62740,-41.1,386.32
62760,-41.1,386.32
62760,-41.38,456.01
62780,-41.38,456.01
62780,-41.57,426.47
62800,-41.57,426.47
62800,-42.41,338.55
62820,-42.41,338.55
62820,-41.77,356.48
62840,-41.77,356.48
62840,-41.94,391.24
62860,-41.94,391.24
62860,-41.87,324.49
62880,-41.87,324.49
62880,-40.71,292.58
62900,-40.71,292.58
62900,-41.69,322.47
62920,-41.69,322.47
62920,-41.3,358.26
62940,-41.3,358.26
62940,-41.42,NA
62960,-41.42,NA
62960,-41.03,NA
62980,-41.03,NA
62980,-43.34,NA
63000,-43.34,NA
63000,-43.11,NA
63020,-43.11,NA
63020,-42.82,351.48
63040,-42.82,351.48
63040,-41.85,259.63
63060,-41.85,259.63
63060,-41.15,312.9
63080,-41.15,312.9
63080,-40.22,322.05
63100,-40.22,322.05
63100,-40.73,269.51
63120,-40.73,269.51
63120,-40.16,259.63
63140,-40.16,259.63
63140,-40.13,226.75
63160,-40.13,226.75
63160,-42.08,218.2
63180,-42.08,218.2
63180,-41.32,207.27
63200,-41.32,207.27
63200,-40.56,167.03
63220,-40.56,167.03
63220,-41.59,209.2
63240,-41.59,209.2
63240,-39.58,185.44
63260,-39.58,185.44
63260,-40.3,130.87
63280,-40.3,130.87
63280,-41.23,140.08
63300,-41.23,140.08
63300,-40.83,150.64
63320,-40.83,150.64
63320,-41.08,168.64
63340,-41.08,168.64
63340,-40.32,162.37
63360,-40.32,162.37
63360,-39.33,127.23
63380,-39.33,127.23
63380,-40.76,148.73
63400,-40.76,148.73
63400,-40.99,158.44
63420,-40.99,158.44
63420,-40.82,118.17
63440,-40.82,118.17
63440,-40.3,133.03
63460,-40.3,133.03
63460,-39.38,126.02
63480,-39.38,126.02
63480,-41.13,166.38
63500,-41.13,166.38
63500,-40.79,140.18
63520,-40.79,140.18
63520,-40.41,230.63
63540,-40.41,230.63
63540,-40.14,226.25
63560,-40.14,226.25
63560,-41.4,214.22
63580,-41.4,214.22
63580,-41.71,352.42
63600,-41.71,352.42
63600,-40.94,233.21
63620,-40.94,233.21
63620,-41.15,207.97
63640,-41.15,207.97
63640,-40.65,201.03
63660,-40.65,201.03
63660,-39.9,190.05
63680,-39.9,190.05
63680,-41.21,201.66
63700,-41.21,201.66
63700,-39.56,168.98
63720,-39.56,168.98
63720,-39.45,166.76
63740,-39.45,166.76
63740,-39.96,187.14
63760,-39.96,187.14
63760,-40.07,150.2
63780,-40.07,150.2
63780,-40.66,NA
63800,-40.66,NA
63800,-40.4,118.61
63820,-40.4,118.61
63820,-39.01,71.74
63840,-39.01,71.74
63840,-38.24,62.64
63860,-38.24,62.64
63860,-37.32,55.18
63880,-37.32,55.18
63880,-37.59,55.45
63900,-37.59,55.45
63900,-37.64,52.5
63920,-37.64,52.5
63920,-37.23,47.44
63940,-37.23,47.44
63940,-37.75,50.19
63960,-37.75,50.19
63960,-38.04,45.95
63980,-38.04,45.95
63980,-38.34,42.52
64000,-38.34,42.52
64000,-38.72,43.08
64020,-38.72,43.08
64020,-37.89,50.76
64040,-37.89,50.76
64040,-37.58,45.89
64060,-37.58,45.89
64060,-39.56,88.16
64080,-39.56,88.16
64080,-39.7,131.09
64100,-39.7,131.09
64100,-41.04,133.72
64120,-41.04,133.72
64120,-41.24,179.76
64140,-41.24,179.76
64140,-41.26,219.3
64160,-41.26,219.3
64160,-41.13,188.02
64180,-41.13,188.02
64180,-41.75,284.07
64200,-41.75,284.07
64200,-42.71,353.43
64220,-42.71,353.43
64220,-41.58,283.91
64240,-41.58,283.91
64240,-41.05,251.95
64260,-41.05,251.95
64260,-41.28,249.9
64280,-41.28,249.9
64280,-42.67,301.72
64300,-42.67,301.72
64300,-41.12,272.94
64320,-41.12,272.94
64320,-40.58,224.47
64340,-40.58,224.47
64340,-41.61,227.72
64360,-41.61,227.72
64360,-41.45,239.69
64380,-41.45,239.69
64380,-41.65,220.06
64400,-41.65,220.06
64400,-41.36,225.06
64420,-41.36,225.06
64420,-41.14,298.78
64440,-41.14,298.78
64440,-42.94,392.2
64460,-42.94,392.2
64460,-41.78,274.3
64480,-41.78,274.3
64480,-41.83,282.2
64500,-41.83,282.2
64500,-43.46,266.04
64520,-43.46,266.04
64520,-41.58,256.37
64540,-41.58,256.37
64540,-41.23,283.48
64560,-41.23,283.48
64560,-41.25,286.07
64580,-41.25,286.07
64580,-41.77,376.29
64600,-41.77,376.29
64600,-41.36,284.1
64620,-41.36,284.1
64620,-41.49,248.2
64640,-41.49,248.2
64640,-41.99,264.26
64660,-41.99,264.26
64660,-41.81,283.78
64680,-41.81,283.78
64680,-41.96,272.44
64700,-41.96,272.44
64700,-40.4,268.66
64720,-40.4,268.66
64720,-40.33,212.09
64740,-40.33,212.09
64740,-42.36,235.8
64760,-42.36,235.8
64760,-42.46,335.39
64780,-42.46,335.39
64780,-41.65,250.49
64800,-41.65,250.49
64800,-41.89,277.47
64820,-41.89,277.47
64820,-41.07,157.25
64840,-41.07,157.25
64840,-41.7,272.53
64860,-41.7,272.53
64860,-41.91,257.93
64880,-41.91,257.93
64880,-40.77,220.89
64900,-40.77,220.89
64900,-39.87,249.09
64920,-39.87,249.09
64920,-41.54,257.81
64940,-41.54,257.81
64940,-41.4,275.53
64960,-41.4,275.53
64960,-41.64,NA
64980,-41.64,NA
64980,-39.85,329.65
65000,-39.85,329.65
65000,-41.04,245.01
65020,-41.04,245.01
65020,-41.9,254.05
65040,-41.9,254.05
65040,-40.59,220.76
65060,-40.59,220.76
65060,-41.51,211.35
65080,-41.51,211.35
65080,-40.22,180.49
65100,-40.22,180.49
65100,-39.57,223.1
65120,-39.57,223.1
65120,-39.51,215.17
65140,-39.51,215.17
65140,-39.73,239.2
65160,-39.73,239.2
65160,-41.17,233.75
65180,-41.17,233.75
65180,-40.77,289.87
65200,-40.77,289.87
65200,-41.53,287.4
65220,-41.53,287.4
65220,-42.95,356.95
65240,-42.95,356.95
65240,-42.27,463.01
65260,-42.27,463.01
65260,-41.41,425.5
65280,-41.41,425.5
65280,-42.29,493.06
65300,-42.29,493.06
65300,-41.58,536.68
65320,-41.58,536.68
65320,-41.08,333.33
65340,-41.08,333.33
65340,-42.44,546.02
65360,-42.44,546.02
65360,-42.57,389.07
65380,-42.57,389.07
65380,-42.95,447.93
65400,-42.95,447.93
65400,-40.84,354.1
65420,-40.84,354.1
65420,-42.1,NA
65440,-42.1,NA
65440,-41.93,255.37
65460,-41.93,255.37
65460,-41.43,359.64
65480,-41.43,359.64
65480,-42.87,313.55
65500,-42.87,313.55
65500,-42.71,355.49
65520,-42.71,355.49
65520,-43.21,305.68
65540,-43.21,305.68
65540,-42.5,302.57
65560,-42.5,302.57
65560,-41.29,263.59
65580,-41.29,263.59
65580,-43.18,304.74
65600,-43.18,304.74
65600,-43.07,NA
65620,-43.07,NA
65620,-42.43,321.13
65640,-42.43,321.13
65640,-41.03,438.74
65660,-41.03,438.74
65660,-42.08,464.74
65680,-42.08,464.74
65680,-42.88,329.37
65700,-42.88,329.37
65700,-41.26,318.08
65720,-41.26,318.08
65720,-42.08,480.44
65740,-42.08,480.44
65740,-40.45,419.64
65760,-40.45,419.64
65760,-40.47,248.84
65780,-40.47,248.84
65780,-43.41,407.94
65800,-43.41,407.94
65800,-41.82,406.05
65820,-41.82,406.05
65820,-42.63,477.17
65840,-42.63,477.17
65840,-43.36,386.04
65860,-43.36,386.04
65860,-42.74,425.03
65880,-42.74,425.03
65880,-42.17,373.46
65900,-42.17,373.46
65900,-42.09,417.44
65920,-42.09,417.44
65920,-41.36,324.71
65940,-41.36,324.71
65940,-41.46,392.12
65960,-41.46,392.12
65960,-41.63,408.45
65980,-41.63,408.45
65980,-41.54,330.33
66000,-41.54,330.33
66000,-42.37,421.58
66020,-42.37,421.58
66020,-42.82,490.52
66040,-42.82,490.52
66040,-41.58,413.17
66060,-41.58,413.17
66060,-42.61,337.82
66080,-42.61,337.82
66080,-40.91,378.54
66100,-40.91,378.54
66100,-40.62,320.42
66120,-40.62,320.42
66120,-41.86,NA
66140,-41.86,NA
66140,-40.97,306.23
66160,-40.97,306.23
66160,-41.82,316.04
66180,-41.82,316.04
66180,-41.35,296.68
66200,-41.35,296.68
66200,-40.69,257.34
66220,-40.69,257.34
66220,-40.92,206.18
66240,-40.92,206.18
66240,-42.25,389.71
66260,-42.25,389.71
66260,-40.99,241.82
66280,-40.99,241.82
66280,-40.67,251.54
66300,-40.67,251.54
66300,-41.41,215.16
66320,-41.41,215.16
66320,-41.29,292.31
66340,-41.29,292.31
66340,-41.08,245.22
66360,-41.08,245.22
66360,-43.02,315.37
66380,-43.02,315.37
66380,-41.45,283.24
66400,-41.45,283.24
66400,-41,311.89
66420,-41,311.89
66420,-41.63,239.65
66440,-41.63,239.65
66440,-41.55,232.67
66460,-41.55,232.67
66460,-41.91,300.68
66480,-41.91,300.68
66480,-39.92,212.21
66500,-39.92,212.21
66500,-40.09,229.1
66520,-40.09,229.1
66520,-41.98,216.83
66540,-41.98,216.83
66540,-41.71,227.47
66560,-41.71,227.47
66560,-40.79,203.39
66580,-40.79,203.39
66580,-43.22,231.83
66600,-43.22,231.83
66600,-41.86,247.21
66620,-41.86,247.21
66620,-42.07,241.77
66640,-42.07,241.77
66640,-40.61,236.9
66660,-40.61,236.9
66660,-41.17,231.93
66680,-41.17,231.93
66680,-42.06,277.72
66700,-42.06,277.72
66700,-42.08,237.38
66720,-42.08,237.38
66720,-40.93,255.26
66740,-40.93,255.26
66740,-41.54,280.15
66760,-41.54,280.15
66760,-40.02,247.13
66780,-40.02,247.13
66780,-40.81,205.26
66800,-40.81,205.26
66800,-40.15,242.63
66820,-40.15,242.63
66820,-43.8,221.31
66840,-43.8,221.31
66840,-42.27,313.87
66860,-42.27,313.87
66860,-40.59,261.93
66880,-40.59,261.93
66880,-40.7,230.51
66900,-40.7,230.51
66900,-41.76,204.71
66920,-41.76,204.71
66920,-41.41,216.3
66940,-41.41,216.3
66940,-41.14,194.91
66960,-41.14,194.91
66960,-40.71,171.22
66980,-40.71,171.22
66980,-40.77,163.16
67000,-40.77,163.16
67000,-41.3,229.82
67020,-41.3,229.82
67020,-42.28,253.9
67040,-42.28,253.9
67040,-42.25,309.01
67060,-42.25,309.01
67060,-41.26,190.08
67080,-41.26,190.08
67080,-41.05,215.32
67100,-41.05,215.32
67100,-41.17,197.37
67120,-41.17,197.37
67120,-41.74,219.91
67140,-41.74,219.91
67140,-41.25,175.16
67160,-41.25,175.16
67160,-40.9,217.66
67180,-40.9,217.66
67180,-42.19,186.76
67200,-42.19,186.76
67200,-42.41,189.76
67220,-42.41,189.76
67220,-41.65,193.58
67240,-41.65,193.58
67240,-43.44,201.55
67260,-43.44,201.55
67260,-41.08,172.83
67280,-41.08,172.83
67280,-40.94,170.64
67300,-40.94,170.64
67300,-41.42,242.51
67320,-41.42,242.51
67320,-41.19,160.49
67340,-41.19,160.49
67340,-41.33,159.38
67360,-41.33,159.38
67360,-41.9,177.51
67380,-41.9,177.51
67380,-40.04,141.83
67400,-40.04,141.83
67400,-40.22,151.08
67420,-40.22,151.08
67420,-41.82,216.39
67440,-41.82,216.39
67440,-42.75,231.57
67460,-42.75,231.57
67460,-41.64,295.97
67480,-41.64,295.97
67480,-42.06,330.83
67500,-42.06,330.83
67500,-41.16,305.71
67520,-41.16,305.71
67520,-41.99,295.91
67540,-41.99,295.91
67540,-42.49,330.43
67560,-42.49,330.43
67560,-42.21,388.88
67580,-42.21,388.88
67580,-41.84,285.99
67600,-41.84,285.99
67600,-41.92,353.99
67620,-41.92,353.99
67620,-41.91,384.28
67640,-41.91,384.28
67640,-42.25,331.36
67660,-42.25,331.36
67660,-41.4,347.9
67680,-41.4,347.9
67680,-41.61,305.95
67700,-41.61,305.95
67700,-41.88,353.58
67720,-41.88,353.58
67720,-41.81,386.55
67740,-41.81,386.55
67740,-42.41,337.16
67760,-42.41,337.16
67760,-42.04,329.96
67780,-42.04,329.96
67780,-42.37,282.38
67800,-42.37,282.38
67800,-41.74,361.06
67820,-41.74,361.06
67820,-42.07,312.16
67840,-42.07,312.16
67840,-41.34,319.97
67860,-41.34,319.97
67860,-41.43,279.95
67880,-41.43,279.95
67880,-41.5,347.48
67900,-41.5,347.48
67900,-42.15,340.45
67920,-42.15,340.45
67920,-42.82,315.7
67940,-42.82,315.7
67940,-40.36,302.25
67960,-40.36,302.25
67960,-39.93,405.24
67980,-39.93,405.24
67980,-39.76,475.6
68000,-39.76,475.6
68000,-41.68,357.4
68020,-41.68,357.4
68020,-42.29,404.51
68040,-42.29,404.51
68040,-41.59,309.03
68060,-41.59,309.03
68060,-42.52,371.26
68080,-42.52,371.26
68080,-42.17,299.84
68100,-42.17,299.84
68100,-41.62,286.37
68120,-41.62,286.37
68120,-41.55,390.55
68140,-41.55,390.55
68140,-41.86,337.74
68160,-41.86,337.74
68160,-41.9,321.67
68180,-41.9,321.67
68180,-43,393.89
68200,-43,393.89
68200,-41.6,303.61
68220,-41.6,303.61
68220,-41.97,359.4
68240,-41.97,359.4
68240,-43.11,408.04
68260,-43.11,408.04
68260,-42.02,308.74
68280,-42.02,308.74
68280,-41.5,236.54
68300,-41.5,236.54
68300,-42.15,245.03
68320,-42.15,245.03
68320,-43.19,318.35
68340,-43.19,318.35
68340,-42.21,300.06
68360,-42.21,300.06
68360,-41.86,312.46
68380,-41.86,312.46
68380,-43.23,318.18
68400,-43.23,318.18
68400,-42.43,300.17
68420,-42.43,300.17
68420,-40.71,NA
68440,-40.71,NA
68440,-40.79,137.83
68460,-40.79,137.83
68460,-41.65,128.46
68480,-41.65,128.46
68480,-40.89,166.1
68500,-40.89,166.1
68500,-40.75,221.55
68520,-40.75,221.55
68520,-42.39,210.44
68540,-42.39,210.44
68540,-41.57,165.16
68560,-41.57,165.16
68560,-41.31,181.27
68580,-41.31,181.27
68580,-41.28,165.62
68600,-41.28,165.62
68600,-40.9,176.98
68620,-40.9,176.98
68620,-42.77,196.8
68640,-42.77,196.8
68640,-42.07,218.29
68660,-42.07,218.29
68660,-41.78,209.08
68680,-41.78,209.08
68680,-41.68,139.11
68700,-41.68,139.11
68700,-42.95,167.59
68720,-42.95,167.59
68720,-41.55,147.22
68740,-41.55,147.22
68740,-40.39,124.67
68760,-40.39,124.67
68760,-40.41,140.43
68780,-40.41,140.43
68780,-40.79,127.47
68800,-40.79,127.47
68800,-41.76,129.58
68820,-41.76,129.58
68820,-42.3,143.85
68840,-42.3,143.85
68840,-40.55,130.89
68860,-40.55,130.89
68860,-41.38,147.86
68880,-41.38,147.86
68880,-42.01,157.9
68900,-42.01,157.9
68900,-42.13,125.71
68920,-42.13,125.71
68920,-40.9,129.68
68940,-40.9,129.68
68940,-40.46,108.36
68960,-40.46,108.36
68960,-40.3,127.21
68980,-40.3,127.21
68980,-41.06,119.29
69000,-41.06,119.29
69000,-40.97,110.63
69020,-40.97,110.63
69020,-41.12,136.04
69040,-41.12,136.04
69040,-41.39,129.58
69060,-41.39,129.58
69060,-42.44,161.94
69080,-42.44,161.94
69080,-42.17,160.89
69100,-42.17,160.89
69100,-42.67,163.87
69120,-42.67,163.87
69120,-41.97,153.55
69140,-41.97,153.55
69140,-41.34,143.58
69160,-41.34,143.58
69160,-42.47,151.68
69180,-42.47,151.68
69180,-42.46,169.84
69200,-42.46,169.84
69200,-42.53,157.96
69220,-42.53,157.96
69220,-40.59,118.19
69240,-40.59,118.19
69240,-41.49,136.76
69260,-41.49,136.76
69260,-41.52,130.43
69280,-41.52,130.43
69280,-41.95,NA
69300,-41.95,NA
69300,-40.44,145.63
69320,-40.44,145.63
69320,-41.63,176.87
69340,-41.63,176.87
69340,-41.09,162.37
69360,-41.09,162.37
69360,-41.37,165.9
69380,-41.37,165.9
69380,-41.14,141.65
69400,-41.14,141.65
69400,-39.96,112.14
69420,-39.96,112.14
69420,-39.99,96.25
69440,-39.99,96.25
69440,-39.88,75.86
69460,-39.88,75.86
69460,-39.28,62.4
69480,-39.28,62.4
69480,-38.24,54.68
69500,-38.24,54.68
69500,-38.4,48.66
69520,-38.4,48.66
69520,-38.09,41.55
69540,-38.09,41.55
69540,-37.39,42.01
69560,-37.39,42.01
69560,-37.82,43.19
69580,-37.82,43.19
69580,-39.89,77.38
69600,-39.89,77.38
69600,-41.17,123.99
69620,-41.17,123.99
69620,-41.24,171.26
69640,-41.24,171.26
69640,-41.99,272.79
69660,-41.99,272.79
69660,-42.17,251.48
69680,-42.17,251.48
69680,-42.54,289.65
69700,-42.54,289.65
69700,-41.75,274.17
69720,-41.75,274.17
69720,-42.1,262.77
69740,-42.1,262.77
69740,-41.73,352.76
69760,-41.73,352.76
69760,-41.83,276.24
69780,-41.83,276.24
69780,-41.7,359.52
69800,-41.7,359.52
69800,-41.75,365.27
69820,-41.75,365.27
69820,-41.14,346.63
69840,-41.14,346.63
69840,-42.06,382.1
69860,-42.06,382.1
69860,-42.28,298.51
69880,-42.28,298.51
69880,-42.41,324.04
69900,-42.41,324.04
69900,-42.2,326.79
69920,-42.2,326.79
69920,-43.45,360.09
69940,-43.45,360.09
69940,-44.2,344.18
69960,-44.2,344.18
69960,-42.74,321.35
69980,-42.74,321.35
69980,-41.94,341.95
70000,-41.94,341.95
70000,-42.67,361.18
70020,-42.67,361.18
70020,-43.24,289.06
70040,-43.24,289.06
70040,-42.4,349.76
70060,-42.4,349.76
70060,-40.97,171.12
70080,-40.97,171.12
70080,-40.08,190.52
70100,-40.08,190.52
70100,-40.78,248.39
70120,-40.78,248.39
70120,-43.72,258.59
70140,-43.72,258.59
70140,-42.87,290.66
70160,-42.87,290.66
70160,-42.8,207.73
70180,-42.8,207.73
70180,-42.05,215.29
70200,-42.05,215.29
70200,-41.74,173.69
70220,-41.74,173.69
70220,-41.06,165.36
70240,-41.06,165.36
70240,-40.97,147.96
70260,-40.97,147.96
70260,-41.3,153.93
70280,-41.3,153.93
70280,-42.06,148.39
70300,-42.06,148.39
70300,-40.18,125.09
70320,-40.18,125.09
70320,-41.13,253.21
70340,-41.13,253.21
70340,-40.02,109.43
70360,-40.02,109.43
70360,-40.21,141.41
70380,-40.21,141.41
70380,-40.04,95.86
70400,-40.04,95.86
70400,-40.15,81.7
70420,-40.15,81.7
70420,-40.61,80.92
70440,-40.61,80.92
70440,-40.01,83.07
70460,-40.01,83.07
70460,-40.44,82.61
70480,-40.44,82.61
70480,-41.44,73.25
70500,-41.44,73.25
70500,-40.99,68.57
70520,-40.99,68.57
70520,-40.13,61.24
70540,-40.13,61.24
70540,-39.4,63.21
70560,-39.4,63.21
70560,-39.7,64.2
70580,-39.7,64.2
70580,-39.37,57.05
70600,-39.37,57.05
70600,-39,60.83
70620,-39,60.83
70620,-39.65,62.43
70640,-39.65,62.43
70640,-39.78,55.66
70660,-39.78,55.66
70660,-40.75,NA
70680,-40.75,NA
70680,-39.61,51.41
70700,-39.61,51.41
70700,-40.03,57.44
70720,-40.03,57.44
70720,-39.03,50.37
70740,-39.03,50.37
70740,-39.76,52.62
70760,-39.76,52.62
70760,-40.65,49.67
70780,-40.65,49.67
70780,-39.25,49.76
70800,-39.25,49.76
70800,-39.38,41.82
70820,-39.38,41.82
70820,-38.18,45.57
70840,-38.18,45.57
70840,-38.38,36.02
70860,-38.38,36.02
70860,-38.36,41.25
70880,-38.36,41.25
70880,-38.3,35.92
70900,-38.3,35.92
70900,-38.74,38.55
70920,-38.74,38.55
70920,-38.52,31.21
70940,-38.52,31.21
70940,-38.08,29.71
70960,-38.08,29.71
70960,-38.14,37.35
70980,-38.14,37.35
70980,-37.9,32.91
71000,-37.9,32.91
71000,-38.13,33.87
71020,-38.13,33.87
71020,-38.39,32.19
71040,-38.39,32.19
71040,-39.04,32.1
71060,-39.04,32.1
71060,-38.47,27.84
71080,-38.47,27.84
71080,-38.41,41.31
71100,-38.41,41.31
71100,-38.41,39.69
71120,-38.41,39.69
71120,-38.07,40.25
71140,-38.07,40.25
71140,-38.45,42.5
71160,-38.45,42.5
71160,-38.04,40.49
71180,-38.04,40.49
71180,-38.4,44.37
71200,-38.4,44.37
71200,-38.58,40.06
71220,-38.58,40.06
71220,-38.44,48.99
71240,-38.44,48.99
71240,-37.92,44.03
71260,-37.92,44.03
71260,-38.57,46
71280,-38.57,46
71280,-37.9,28.26
71300,-37.9,28.26
71300,-37.92,23.63
71320,-37.92,23.63
71320,-37.1,22.69
71340,-37.1,22.69
71340,-37.92,28.1
71360,-37.92,28.1
71360,-38.5,30.93
71380,-38.5,30.93
71380,-38.68,28.95
71400,-38.68,28.95
71400,-38.05,24.67
71420,-38.05,24.67
71420,-37.88,31.38
71440,-37.88,31.38
71440,-36.88,25.81
71460,-36.88,25.81
71460,-37.82,22.66
71480,-37.82,22.66
71480,-37.54,26.55
71500,-37.54,26.55
71500,-38.36,25.2
71520,-38.36,25.2
71520,-37.46,27.76
71540,-37.46,27.76
71540,-37.94,29.47
71560,-37.94,29.47
71560,-37.82,28.11
71580,-37.82,28.11
71580,-37.39,25.89
71600,-37.39,25.89
71600,-38.31,21.88
71620,-38.31,21.88
71620,-38,22.23
71640,-38,22.23
71640,-38.29,26.7
71660,-38.29,26.7
71660,-38.12,22.09
71680,-38.12,22.09
71680,-37.63,24.31
71700,-37.63,24.31
71700,-37.15,22.62
71720,-37.15,22.62
71720,-37.22,19.01
71740,-37.22,19.01
71740,-38.11,25.46
71760,-38.11,25.46
71760,-37.69,29.51
71780,-37.69,29.51
71780,-37.69,40.31
71800,-37.69,40.31
71800,-37.66,26.95
71820,-37.66,26.95
71820,-37.07,30.16
71840,-37.07,30.16
71840,-37.04,29.56
71860,-37.04,29.56
71860,-36.55,27.63
71880,-36.55,27.63
71880,-36.66,30.77
71900,-36.66,30.77
71900,-37.02,35.2
71920,-37.02,35.2
71920,-36.88,31.87
71940,-36.88,31.87
71940,-36.72,27.64
71960,-36.72,27.64
71960,-36.97,29.88
71980,-36.97,29.88
71980,-37.08,35.99
72000,-37.08,35.99
72000,-36.83,34.58
72020,-36.83,34.58
72020,-36.67,36.07
72040,-36.67,36.07
72040,-36.9,33.19
72060,-36.9,33.19
72060,-36.4,32.7
72080,-36.4,32.7
72080,-36.54,29.25
72100,-36.54,29.25
72100,-36.28,23.19
72120,-36.28,23.19
72120,-36.31,29.57
72140,-36.31,29.57
72140,-36.2,27.46
72160,-36.2,27.46
72160,-37.06,26.38
72180,-37.06,26.38
72180,-35.55,27.61
72200,-35.55,27.61
72200,-36.16,21.76
72220,-36.16,21.76
72220,-36.19,28.06
72240,-36.19,28.06
72240,-36.36,37.44
72260,-36.36,37.44
72260,-36.09,46.33
72280,-36.09,46.33
72280,-36.41,49.64
72300,-36.41,49.64
72300,-36.35,55.91
72320,-36.35,55.91
72320,-36.55,57.32
72340,-36.55,57.32
72340,-37.82,84.74
72360,-37.82,84.74
72360,-39.28,178.33
72380,-39.28,178.33
72380,-41.23,231.99
72400,-41.23,231.99
72400,-41.67,263.12
72420,-41.67,263.12
72420,-41.56,256.08
72440,-41.56,256.08
72440,-42.81,352.45
72460,-42.81,352.45
72460,-42.18,377.37
72480,-42.18,377.37
72480,-42,460.29
72500,-42,460.29
72500,-42.46,391.3
72520,-42.46,391.3
72520,-42.09,329.21
72540,-42.09,329.21
72540,-41.9,272.12
72560,-41.9,272.12
72560,-43.14,335.65
72580,-43.14,335.65
72580,-43.87,422.6
72600,-43.87,422.6
72600,-43.38,536.84
72620,-43.38,536.84
72620,-42.79,388.91
72640,-42.79,388.91
72640,-41.78,341.18
72660,-41.78,341.18
72660,-42.02,330.61
72680,-42.02,330.61
72680,-43.42,374.11
72700,-43.42,374.11
72700,-42.82,380.82
72720,-42.82,380.82
72720,-42.59,380.48
72740,-42.59,380.48
72740,-41.95,304.7
72760,-41.95,304.7
72760,-42.96,441.2
72780,-42.96,441.2
72780,-43.75,477.13
72800,-43.75,477.13
72800,-43.67,475.07
72820,-43.67,475.07
72820,-43.05,462.98
72840,-43.05,462.98
72840,-41.7,375.11
72860,-41.7,375.11
72860,-42.26,331.74
72880,-42.26,331.74
72880,-42.95,375.3
72900,-42.95,375.3
72900,-42.52,353.91
72920,-42.52,353.91
72920,-42.62,NA
72940,-42.62,NA
72940,-42.79,350.81
72960,-42.79,350.81
72960,-43.18,343.1
72980,-43.18,343.1
72980,-42.72,401.33
73000,-42.72,401.33
73000,-42.59,366.76
73020,-42.59,366.76
73020,-41.99,333.27
73040,-41.99,333.27
73040,-42.51,371.14
73060,-42.51,371.14
73060,-42.74,384.44
73080,-42.74,384.44
73080,-43.14,413.65
73100,-43.14,413.65
73100,-45.07,429.55
73120,-45.07,429.55
73120,-43.33,431.7
73140,-43.33,431.7
73140,-41.75,374.44
73160,-41.75,374.44
73160,-42.76,368.61
73180,-42.76,368.61
73180,-43.19,470.88
73200,-43.19,470.88
73200,-42.27,335.94
73220,-42.27,335.94
73220,-42.11,374.33
73240,-42.11,374.33
73240,-43.34,403.01
73260,-43.34,403.01
73260,-42.77,442.26
73280,-42.77,442.26
73280,-42.58,398.19
73300,-42.58,398.19
73300,-41.37,331.97
73320,-41.37,331.97
73320,-41.27,363.37
73340,-41.27,363.37
73340,-43.16,349.28
73360,-43.16,349.28
73360,-42.77,367.79
73380,-42.77,367.79
73380,-43.06,375.79
73400,-43.06,375.79
73400,-43.09,NA
73420,-43.09,NA
73420,-42.4,436.1
73440,-42.4,436.1
73440,-43.97,NA
73460,-43.97,NA
73460,-44.54,316.83
73480,-44.54,316.83
73480,-43.52,340.01
73500,-43.52,340.01
73500,-42.7,410.79
73520,-42.7,410.79
73520,-42.52,399.05
73540,-42.52,399.05
73540,-42.27,337
73560,-42.27,337
73560,-43.37,421.47
73580,-43.37,421.47
73580,-43.73,443.99
73600,-43.73,443.99
73600,-44.04,445.82
73620,-44.04,445.82
73620,-41.43,406.9
73640,-41.43,406.9
