age,d18O,Ca2
30820,-42.53,233.53
30840,-42.53,233.53
30840,-41.95,283.81
30860,-41.95,283.81
30860,-40.06,292.08
30880,-40.06,292.08
30880,-42.08,317.28
30900,-42.08,317.28
30900,-41.58,332.77
30920,-41.58,332.77
30920,-42.98,395.47
30940,-42.98,395.47
30940,-41.69,352.21
30960,-41.69,352.21
30960,-42.2,401.71
30980,-42.2,401.71
30980,-41.83,366.19
31000,-41.83,366.19
31000,-42.12,316.87
31020,-42.12,316.87
31020,-42.7,302.99
31040,-42.7,302.99
31040,-42.09,355.72
31060,-42.09,355.72
31060,-41.22,292.9
31080,-41.22,292.9
31080,-41.2,248.7
31100,-41.2,248.7
31100,-40.55,345.99
31120,-40.55,345.99
31120,-42.38,318.49
31140,-42.38,318.49
31140,-41.49,347.26
31160,-41.49,347.26
31160,-42.98,416.58
31180,-42.98,416.58
31180,-41.99,347.56
31200,-41.99,347.56
31200,-40.81,339.99
31220,-40.81,339.99
31220,-41.52,305.89
31240,-41.52,305.89
31240,-41.18,382.61
31260,-41.18,382.61
31260,-40.12,288.52
31280,-40.12,288.52
31280,-42.97,330.45
31300,-42.97,330.45
31300,-41.42,306.14
31320,-41.42,306.14
31320,-42.32,341.7
31340,-42.32,341.7
31340,-41.14,327.44
31360,-41.14,327.44
31360,-42.47,324.6
31380,-42.47,324.6
31380,-42.19,364.13
31400,-42.19,364.13
31400,-41.28,348.73
31420,-41.28,348.73
31420,-40.79,358.98
31440,-40.79,358.98
31440,-41.99,258.5
31460,-41.99,258.5
31460,-41.25,320.68
31480,-41.25,320.68
31480,-41.78,421.73
31500,-41.78,421.73
31500,-41.69,428.75
31520,-41.69,428.75
31520,-43.19,359.61
31540,-43.19,359.61
31540,-41.57,310.54
31560,-41.57,310.54
31560,-43.02,366.59
31580,-43.02,366.59
31580,-42.65,363.3
31600,-42.65,363.3
31600,-41.87,333.09
31620,-41.87,333.09
31620,-42.78,297.09
31640,-42.78,297.09
31640,-42.47,262.79
31660,-42.47,262.79
31660,-43.3,352.41
31680,-43.3,352.41
31680,-41.93,292.71
31700,-41.93,292.71
31700,-41.32,254.68
31720,-41.32,254.68
31720,-41.13,271.48
31740,-41.13,271.48
31740,-42.53,263.16
31760,-42.53,263.16
31760,-42.67,215.88
31780,-42.67,215.88
31780,-40.99,282.55
31800,-40.99,282.55
31800,-40.72,217.04
31820,-40.72,217.04
31820,-40.86,212.68
31840,-40.86,212.68
31840,-42.49,189.13
31860,-42.49,189.13
31860,-41.65,198.76
31880,-41.65,198.76
31880,-41.29,141.6
31900,-41.29,141.6
31900,-41.15,157.83
31920,-41.15,157.83
31920,-41.57,150.73
31940,-41.57,150.73
31940,-40.68,143.84
31960,-40.68,143.84
31960,-40.8,126.68
31980,-40.8,126.68
31980,-40.71,126.78
32000,-40.71,126.78
32000,-40.92,147.51
32020,-40.92,147.51
32020,-40.31,141.84
32040,-40.31,141.84
32040,-40.58,128.03
32060,-40.58,128.03
32060,-40.04,73.78
32080,-40.04,73.78
32080,-39.96,64.09
32100,-39.96,64.09
32100,-40.39,68.51
32120,-40.39,68.51
32120,-40.03,55.15
32140,-40.03,55.15
32140,-39.81,79.04
32160,-39.81,79.04
32160,-38.82,49.06
32180,-38.82,49.06
32180,-39.24,59.45
32200,-39.24,59.45
32200,-39.04,54.02
32220,-39.04,54.02
32220,-38.69,50.99
32240,-38.69,50.99
32240,-38.36,53.69
32260,-38.36,53.69
32260,-39.39,35.45
32280,-39.39,35.45
32280,-38.28,38.2
32300,-38.28,38.2
32300,-38.24,50.06
32320,-38.24,50.06
32320,-39.08,50.27
32340,-39.08,50.27
32340,-38.88,48.56
32360,-38.88,48.56
32360,-38.46,41.2
32380,-38.46,41.2
32380,-38.57,43.83
32400,-38.57,43.83
32400,-38.68,70.52
32420,-38.68,70.52
32420,-38.67,49.23
32440,-38.67,49.23
32440,-38.28,49.38
32460,-38.28,49.38
32460,-37.76,36.64
32480,-37.76,36.64
32480,-39.22,50.7
32500,-39.22,50.7
32500,-40.91,125.23
32520,-40.91,125.23
32520,-40.29,174.05
32540,-40.29,174.05
32540,-42.96,249.59
32560,-42.96,249.59
32560,-40.8,287.21
32580,-40.8,287.21
32580,-41.59,258.28
32600,-41.59,258.28
32600,-40.67,278.81
32620,-40.67,278.81
32620,-40.59,264.31
32640,-40.59,264.31
32640,-42.09,365.37
32660,-42.09,365.37
32660,-41.39,359.51
32680,-41.39,359.51
32680,-41.75,318.46
32700,-41.75,318.46
32700,-40.75,251.12
32720,-40.75,251.12
32720,-40.97,213.03
32740,-40.97,213.03
32740,-43.76,242.72
32760,-43.76,242.72
32760,-41.8,244.1
32780,-41.8,244.1
32780,-40.5,363.43
32800,-40.5,363.43
32800,-42.31,341.04
32820,-42.31,341.04
32820,-40.81,263.56
32840,-40.81,263.56
32840,-40.6,320.34
32860,-40.6,320.34
32860,-42.34,319.16
32880,-42.34,319.16
32880,-42,308.94
32900,-42,308.94
32900,-42.06,376.67
32920,-42.06,376.67
32920,-41.6,383.79
32940,-41.6,383.79
32940,-42.55,373.37
32960,-42.55,373.37
32960,-40.83,NA
32980,-40.83,NA
32980,-43.12,334.75
33000,-43.12,334.75
33000,-41.42,332.65
33020,-41.42,332.65
33020,-41.73,315.6
33040,-41.73,315.6
33040,-43.34,403.01
33060,-43.34,403.01
33060,-43.62,381.4
33080,-43.62,381.4
33080,-42.37,386.94
33100,-42.37,386.94
33100,-43.38,NA
33120,-43.38,NA
33120,-41.08,299.38
33140,-41.08,299.38
33140,-42.31,303.96
33160,-42.31,303.96
33160,-42,296.53
33180,-42,296.53
33180,-41.22,318.51
33200,-41.22,318.51
33200,-40.2,300.85
33220,-40.2,300.85
33220,-41.23,302.59
33240,-41.23,302.59
33240,-41.92,210.43
33260,-41.92,210.43
33260,-41.21,206.5
33280,-41.21,206.5
33280,-41.92,257.91
33300,-41.92,257.91
33300,-41.93,253.48
33320,-41.93,253.48
33320,-42.35,205.13
33340,-42.35,205.13
33340,-40.3,182.25
33360,-40.3,182.25
33360,-42.88,170.9
33380,-42.88,170.9
33380,-40.15,91.52
33400,-40.15,91.52
33400,-40.36,73.95
33420,-40.36,73.95
33420,-39.64,62.99
33440,-39.64,62.99
33440,-39.08,47.82
33460,-39.08,47.82
33460,-39.66,52.79
33480,-39.66,52.79
33480,-39.35,42.96
33500,-39.35,42.96
33500,-39.33,48.92
33520,-39.33,48.92
33520,-39.29,43.41
33540,-39.29,43.41
33540,-38.1,40.85
33560,-38.1,40.85
33560,-39.29,49.69
33580,-39.29,49.69
33580,-38.87,52.02
33600,-38.87,52.02
33600,-39.87,50.72
33620,-39.87,50.72
33620,-38.89,55.96
33640,-38.89,55.96
33640,-38.2,50.47
33660,-38.2,50.47
33660,-37.44,44.42
33680,-37.44,44.42
33680,-37.69,38.7
33700,-37.69,38.7
33700,-38.43,33.56
33720,-38.43,33.56
33720,-38.68,63.17
33740,-38.68,63.17
33740,-39.88,127.58
33760,-39.88,127.58
33760,-41.08,183.21
33780,-41.08,183.21
33780,-41.29,179.77
33800,-41.29,179.77
33800,-42.34,163.36
33820,-42.34,163.36
33820,-41.14,178.22
33840,-41.14,178.22
33840,-41.35,262.83
33860,-41.35,262.83
33860,-41.02,255.56
33880,-41.02,255.56
33880,-41.52,257.67
33900,-41.52,257.67
33900,-42.11,298.5
33920,-42.11,298.5
33920,-41.54,288.74
33940,-41.54,288.74
33940,-42.09,320.74
33960,-42.09,320.74
33960,-41.38,256.97
33980,-41.38,256.97
33980,-41.14,292.03
34000,-41.14,292.03
34000,-40.64,363.1
34020,-40.64,363.1
34020,-40.06,282.76
34040,-40.06,282.76
34040,-40.82,310.17
34060,-40.82,310.17
34060,-42.47,389.78
34080,-42.47,389.78
34080,-41.04,181.69
34100,-41.04,181.69
34100,-39.67,234
34120,-39.67,234
34120,-40.4,291.18
34140,-40.4,291.18
34140,-41.3,321.95
34160,-41.3,321.95
34160,-41.13,270.44
34180,-41.13,270.44
34180,-41.76,262.43
34200,-41.76,262.43
34200,-41.87,332.55
34220,-41.87,332.55
34220,-42.14,227.3
34240,-42.14,227.3
34240,-41.7,254.39
34260,-41.7,254.39
34260,-41.51,271.49
34280,-41.51,271.49
34280,-40.29,234
34300,-40.29,234
34300,-41.59,272.45
34320,-41.59,272.45
34320,-41.33,275.93
34340,-41.33,275.93
34340,-41.52,220.56
34360,-41.52,220.56
34360,-40.63,245.59
34380,-40.63,245.59
34380,-41.85,280.32
34400,-41.85,280.32
34400,-42.01,245.19
34420,-42.01,245.19
34420,-41.88,244.14
34440,-41.88,244.14
34440,-40.84,226.64
34460,-40.84,226.64
34460,-41.78,262.09
34480,-41.78,262.09
34480,-39.54,211.96
34500,-39.54,211.96
34500,-41.49,239.75
34520,-41.49,239.75
34520,-41.85,259.79
34540,-41.85,259.79
34540,-40.8,278.2
34560,-40.8,278.2
34560,-40.24,206.6
34580,-40.24,206.6
34580,-41.39,170.04
34600,-41.39,170.04
34600,-42.76,241.54
34620,-42.76,241.54
34620,-39.99,159.57
34640,-39.99,159.57
34640,-41.42,162.76
34660,-41.42,162.76
34660,-41.21,165.45
34680,-41.21,165.45
34680,-42.37,155.29
34700,-42.37,155.29
34700,-40.63,118.07
34720,-40.63,118.07
34720,-41.57,138.88
34740,-41.57,138.88
34740,-38.91,74.73
34760,-38.91,74.73
34760,-39.49,56.32
34780,-39.49,56.32
34780,-39.15,40.05
34800,-39.15,40.05
34800,-38.81,40.71
34820,-38.81,40.71
34820,-39.27,50.38
34840,-39.27,50.38
34840,-38.91,48.4
34860,-38.91,48.4
34860,-39.39,59.2
34880,-39.39,59.2
34880,-40.7,65.7
34900,-40.7,65.7
34900,-39.61,53.48
34920,-39.61,53.48
34920,-40.39,66.15
34940,-40.39,66.15
34940,-39.18,59.94
34960,-39.18,59.94
34960,-40.37,64.26
34980,-40.37,64.26
34980,-39.19,66.37
35000,-39.19,66.37
35000,-39.24,53.4
35020,-39.24,53.4
35020,-39.2,40.18
35040,-39.2,40.18
35040,-38.23,54.49
35060,-38.23,54.49
35060,-38.86,44.34
35080,-38.86,44.34
35080,-38.08,46.79
35100,-38.08,46.79
35100,-38.55,43.43
35120,-38.55,43.43
35120,-38.52,43.44
35140,-38.52,43.44
35140,-38.01,39.7
35160,-38.01,39.7
35160,-38.48,33.23
35180,-38.48,33.23
35180,-37.11,35.27
35200,-37.11,35.27
35200,-38.91,40.04
35220,-38.91,40.04
35220,-37.28,40.05
35240,-37.28,40.05
35240,-38.76,38.78
35260,-38.76,38.78
35260,-38.07,38.83
35280,-38.07,38.83
35280,-38.8,43.98
35300,-38.8,43.98
35300,-38.39,38.17
35320,-38.39,38.17
35320,-38.63,38.87
35340,-38.63,38.87
35340,-37.17,38.4
35360,-37.17,38.4
35360,-37.87,42.22
35380,-37.87,42.22
35380,-39.05,42.28
35400,-39.05,42.28
35400,-37.16,35.2
35420,-37.16,35.2
35420,-37.91,31.74
35440,-37.91,31.74
35440,-38.05,36.91
35460,-38.05,36.91
35460,-38.36,65.7
35480,-38.36,65.7
35480,-38.99,134.62
35500,-38.99,134.62
35500,-40.64,179.75
35520,-40.64,179.75
35520,-41.71,226.5
35540,-41.71,226.5
35540,-42.01,285.69
35560,-42.01,285.69
35560,-41.15,176.37
35580,-41.15,176.37
35580,-42.35,210.02
35600,-42.35,210.02
35600,-40.84,222.93
35620,-40.84,222.93
35620,-40.88,252.64
35640,-40.88,252.64
35640,-40.6,305.66
35660,-40.6,305.66
35660,-40.15,217.08
35680,-40.15,217.08
35680,-41.25,221.61
35700,-41.25,221.61
35700,-41.17,232.14
35720,-41.17,232.14
35720,-41.72,274.48
35740,-41.72,274.48
35740,-40.89,244.74
35760,-40.89,244.74
35760,-40.78,291.15
35780,-40.78,291.15
35780,-40.13,256.51
35800,-40.13,256.51
35800,-41.32,238.08
35820,-41.32,238.08
35820,-42.9,302.7
35840,-42.9,302.7
35840,-41.79,259.87
35860,-41.79,259.87
35860,-40.69,275.49
35880,-40.69,275.49
35880,-41.53,258.64
35900,-41.53,258.64
35900,-41.44,243.85
35920,-41.44,243.85
35920,-40.14,275.06
35940,-40.14,275.06
35940,-42.5,311.07
35960,-42.5,311.07
35960,-43.34,219.18
35980,-43.34,219.18
35980,-43.3,337.15
36000,-43.3,337.15
36000,-43.4,312.27
36020,-43.4,312.27
36020,-41.03,254.14
36040,-41.03,254.14
36040,-41.43,363.17
36060,-41.43,363.17
36060,-41.2,291.73
36080,-41.2,291.73
36080,-41.36,246.22
36100,-41.36,246.22
36100,-41.86,296.16
36120,-41.86,296.16
36120,-40.62,288.72
36140,-40.62,288.72
36140,-39.96,262.42
36160,-39.96,262.42
36160,-41.29,240.3
36180,-41.29,240.3
36180,-41.46,299.99
36200,-41.46,299.99
36200,-40.55,235.43
36220,-40.55,235.43
36220,-41.56,224.77
36240,-41.56,224.77
36240,-41.95,237.35
36260,-41.95,237.35
36260,-40.55,238.08
36280,-40.55,238.08
36280,-41.43,240.09
36300,-41.43,240.09
36300,-42.61,259.97
36320,-42.61,259.97
36320,-41.11,330.07
36340,-41.11,330.07
36340,-41.69,216.41
36360,-41.69,216.41
36360,-41.25,338.47
36380,-41.25,338.47
36380,-42.31,235.23
36400,-42.31,235.23
36400,-41.84,211.17
36420,-41.84,211.17
36420,-41.26,211.79
36440,-41.26,211.79
36440,-41.33,173.17
36460,-41.33,173.17
36460,-40.18,181.14
36480,-40.18,181.14
36480,-41.48,141.06
36500,-41.48,141.06
36500,-40.77,139.55
36520,-40.77,139.55
36520,-41.92,141.41
36540,-41.92,141.41
36540,-41.72,155.55
36560,-41.72,155.55
36560,-40.44,114.9
36580,-40.44,114.9
36580,-40.53,120.38
36600,-40.53,120.38
36600,-39.64,87.48
36620,-39.64,87.48
36620,-40.97,70.2
36640,-40.97,70.2
36640,-38.92,75.86
36660,-38.92,75.86
36660,-38.7,59.54
36680,-38.7,59.54
36680,-39.42,58.36
36700,-39.42,58.36
36700,-40.36,61.47
36720,-40.36,61.47
36720,-38.04,49.25
36740,-38.04,49.25
36740,-38.2,56.92
36760,-38.2,56.92
36760,-39.37,60.84
36780,-39.37,60.84
36780,-39.33,61.28
36800,-39.33,61.28
36800,-39.2,52.42
36820,-39.2,52.42
36820,-38.87,52.13
36840,-38.87,52.13
36840,-39.44,66.86
36860,-39.44,66.86
36860,-40.17,79.15
36880,-40.17,79.15
36880,-40.88,89.11
36900,-40.88,89.11
36900,-39.72,96.18
36920,-39.72,96.18
36920,-40.83,90.83
36940,-40.83,90.83
36940,-39.68,84.93
36960,-39.68,84.93
36960,-39.08,77.63
36980,-39.08,77.63
36980,-38.75,43.5
37000,-38.75,43.5
37000,-39.49,48.72
37020,-39.49,48.72
37020,-40.47,45.86
37040,-40.47,45.86
37040,-39.6,49.58
37060,-39.6,49.58
37060,-39.57,62.28
37080,-39.57,62.28
37080,-39.12,66.93
37100,-39.12,66.93
37100,-40.25,45.01
37120,-40.25,45.01
37120,-39.17,30.04
37140,-39.17,30.04
37140,-39.02,36.6
37160,-39.02,36.6
37160,-38.78,33.19
37180,-38.78,33.19
37180,-38.06,33.47
37200,-38.06,33.47
37200,-38.46,37.45
37220,-38.46,37.45
37220,-39.08,32.39
37240,-39.08,32.39
37240,-38.26,30.14
37260,-38.26,30.14
37260,-38.49,36.81
37280,-38.49,36.81
37280,-38.68,32.67
37300,-38.68,32.67
37300,-37.46,26
37320,-37.46,26
37320,-38.98,27.87
37340,-38.98,27.87
37340,-38.8,44.17
37360,-38.8,44.17
37360,-38.8,39.14
37380,-38.8,39.14
37380,-38.53,34.26
37400,-38.53,34.26
37400,-38.3,36.19
37420,-38.3,36.19
37420,-38.12,33.01
37440,-38.12,33.01
37440,-38.79,32.96
37460,-38.79,32.96
37460,-38.24,36.25
37480,-38.24,36.25
37480,-38.63,32.92
37500,-38.63,32.92
37500,-37.9,31.4
37520,-37.9,31.4
37520,-37.83,29.7
37540,-37.83,29.7
37540,-37.58,25.67
37560,-37.58,25.67
37560,-39.12,26.64
37580,-39.12,26.64
37580,-37.79,27.6
37600,-37.79,27.6
37600,-38.23,28.77
37620,-38.23,28.77
37620,-37.52,30.69
37640,-37.52,30.69
37640,-38.13,26.37
37660,-38.13,26.37
37660,-38.29,26.2
37680,-38.29,26.2
37680,-39.01,35.88
37700,-39.01,35.88
37700,-38.29,23.15
37720,-38.29,23.15
37720,-38.83,27.69
37740,-38.83,27.69
37740,-37.24,28.78
37760,-37.24,28.78
37760,-37.84,32.04
37780,-37.84,32.04
37780,-38.04,33.7
37800,-38.04,33.7
37800,-37.44,32.34
37820,-37.44,32.34
37820,-37.44,27.29
37840,-37.44,27.29
37840,-38.2,29.18
37860,-38.2,29.18
37860,-37.79,35.79
37880,-37.79,35.79
37880,-37.54,28.85
37900,-37.54,28.85
37900,-37.57,24.41
37920,-37.57,24.41
37920,-37.71,29.81
37940,-37.71,29.81
37940,-38.21,29.36
37960,-38.21,29.36
37960,-37.42,27.65
37980,-37.42,27.65
37980,-38.36,27.61
38000,-38.36,27.61
38000,-37.01,29.47
38020,-37.01,29.47
38020,-37.8,25.09
38040,-37.8,25.09
38040,-36.89,29.57
38060,-36.89,29.57
38060,-37.39,36.62
38080,-37.39,36.62
38080,-37.18,29.24
38100,-37.18,29.24
38100,-36.57,25.52
38120,-36.57,25.52
38120,-36.73,32.61
38140,-36.73,32.61
38140,-37.2,25.54
38160,-37.2,25.54
38160,-37.19,27.75
38180,-37.19,27.75
38180,-37.27,34.36
38200,-37.27,34.36
38200,-38.63,42.19
38220,-38.63,42.19
38220,-40.84,115.23
38240,-40.84,115.23
38240,-40.57,137.36
38260,-40.57,137.36
38260,-40.81,155.06
38280,-40.81,155.06
38280,-40.64,181.43
38300,-40.64,181.43
38300,-39.25,191.24
38320,-39.25,191.24
38320,-39.71,192.31
38340,-39.71,192.31
38340,-41.62,180.19
38360,-41.62,180.19
38360,-40.52,238.55
38380,-40.52,238.55
38380,-40.21,194.59
38400,-40.21,194.59
38400,-39.93,182.01
38420,-39.93,182.01
38420,-41.35,237.32
38440,-41.35,237.32
38440,-40.39,207.84
38460,-40.39,207.84
38460,-42.26,286.21
38480,-42.26,286.21
38480,-41.14,222.28
38500,-41.14,222.28
38500,-40.68,190.71
38520,-40.68,190.71
38520,-41.31,169.49
38540,-41.31,169.49
38540,-40.38,181.87
38560,-40.38,181.87
38560,-40.99,273.05
38580,-40.99,273.05
38580,-42.07,286.74
38600,-42.07,286.74
38600,-42.7,268.03
38620,-42.7,268.03
38620,-40.76,243.49
38640,-40.76,243.49
38640,-40.62,240.2
38660,-40.62,240.2
38660,-40.92,178.92
38680,-40.92,178.92
38680,-42.24,230.6
38700,-42.24,230.6
38700,-43.19,282.14
38720,-43.19,282.14
38720,-42.13,290.25
38740,-42.13,290.25
38740,-42.02,248.03
38760,-42.02,248.03
38760,-43,223.83
38780,-43,223.83
38780,-40.89,239.35
38800,-40.89,239.35
38800,-42.27,186.35
38820,-42.27,186.35
38820,-41.19,187.38
38840,-41.19,187.38
38840,-41.19,234.82
38860,-41.19,234.82
38860,-42.33,276.94
38880,-42.33,276.94
38880,-42,305.33
38900,-42,305.33
38900,-40.03,181.81
38920,-40.03,181.81
38920,-42.53,255.74
38940,-42.53,255.74
38940,-41.54,301.05
38960,-41.54,301.05
38960,-40.63,482.46
38980,-40.63,482.46
38980,-41.13,308.8
39000,-41.13,308.8
39000,-41.68,332.4
39020,-41.68,332.4
39020,-40.98,263.26
39040,-40.98,263.26
39040,-41.33,218.11
39060,-41.33,218.11
39060,-41.02,254.15
39080,-41.02,254.15
39080,-43.08,273.31
39100,-43.08,273.31
39100,-41.61,305.12
39120,-41.61,305.12
39120,-41.67,270.51
39140,-41.67,270.51
39140,-41.8,254.73
39160,-41.8,254.73
39160,-41.99,374.98
39180,-41.99,374.98
39180,-42.68,267.91
39200,-42.68,267.91
39200,-40.43,273.89
39220,-40.43,273.89
39220,-41.53,277.12
39240,-41.53,277.12
39240,-40.4,309.39
39260,-40.4,309.39
39260,-42.62,325.86
39280,-42.62,325.86
39280,-42.82,359.63
39300,-42.82,359.63
39300,-38.9,401.99
39320,-38.9,401.99
39320,-41.62,355.72
39340,-41.62,355.72
39340,-42.87,393.96
39360,-42.87,393.96
39360,-42.64,431.08
39380,-42.64,431.08
39380,-42.77,406.07
39400,-42.77,406.07
39400,-41.99,316.38
39420,-41.99,316.38
39420,-42.79,396.85
39440,-42.79,396.85
39440,-41.13,429.64
39460,-41.13,429.64
39460,-41.54,447.46
39480,-41.54,447.46
39480,-41.46,302.35
39500,-41.46,302.35
39500,-42.72,343.09
39520,-42.72,343.09
39520,-42.81,477
39540,-42.81,477
39540,-40.49,446.76
39560,-40.49,446.76
39560,-41.32,434.78
39580,-41.32,434.78
39580,-42.18,461.91
39600,-42.18,461.91
39600,-42.13,478.91
39620,-42.13,478.91
39620,-39.64,364.34
39640,-39.64,364.34
39640,-41.33,312.98
39660,-41.33,312.98
39660,-42.24,407.32
39680,-42.24,407.32
39680,-40.3,519.67
39700,-40.3,519.67
39700,-41.41,436.11
39720,-41.41,436.11
39720,-41.46,369.37
39740,-41.46,369.37
39740,-40.43,344.88
39760,-40.43,344.88
39760,-40.57,334.07
39780,-40.57,334.07
39780,-42.19,359.01
39800,-42.19,359.01
39800,-41.23,287.14
39820,-41.23,287.14
39820,-40.82,316.43
39840,-40.82,316.43
39840,-41.9,388.04
39860,-41.9,388.04
39860,-41.49,299.99
39880,-41.49,299.99
39880,-41.97,342.74
39900,-41.97,342.74
39900,-41.27,299.72
39920,-41.27,299.72
39920,-39.89,235.23
39940,-39.89,235.23
39940,-40.81,160.05
39960,-40.81,160.05
39960,-40.44,128.48
39980,-40.44,128.48
39980,-40.14,104.27
40000,-40.14,104.27
40000,-38.99,73.98
40020,-38.99,73.98
40020,-39.31,65.7
40040,-39.31,65.7
40040,-40.42,61.73
40060,-40.42,61.73
40060,-40.2,60.34
40080,-40.2,60.34
40080,-37.36,56.51
40100,-37.36,56.51
40100,-38.02,57.49
40120,-38.02,57.49
40120,-39.57,83.67
40140,-39.57,83.67
40140,-39.79,100.15
40160,-39.79,100.15
40160,-40.91,103.12
40180,-40.91,103.12
40180,-40.56,151.43
40200,-40.56,151.43
40200,-41.76,196.35
40220,-41.76,196.35
40220,-41.01,197.87
40240,-41.01,197.87
40240,-40.42,208.31
40260,-40.42,208.31
40260,-39.97,193.28
40280,-39.97,193.28
40280,-40.49,167.77
40300,-40.49,167.77
40300,-40.24,184.88
40320,-40.24,184.88
40320,-40.94,196.35
40340,-40.94,196.35
40340,-40.66,164.04
40360,-40.66,164.04
40360,-41.67,208.01
40380,-41.67,208.01
40380,-39.52,183.54
40400,-39.52,183.54
40400,-40.31,207.47
40420,-40.31,207.47
40420,-41.17,154.46
40440,-41.17,154.46
40440,-40.38,176.02
40460,-40.38,176.02
40460,-39.67,174.74
40480,-39.67,174.74
40480,-41.45,161.76
40500,-41.45,161.76
40500,-40.55,190.7
40520,-40.55,190.7
40520,-41.28,185.95
40540,-41.28,185.95
40540,-40.95,180.9
40560,-40.95,180.9
40560,-41,160.95
40580,-41,160.95
40580,-41.9,218.17
40600,-41.9,218.17
40600,-41.48,182.9
40620,-41.48,182.9
40620,-42.9,213.49
40640,-42.9,213.49
40640,-41.64,194.46
40660,-41.64,194.46
40660,-38.84,159.24
40680,-38.84,159.24
40680,-40.91,162.46
40700,-40.91,162.46
40700,-41.6,182.09
40720,-41.6,182.09
40720,-41.98,182.69
40740,-41.98,182.69
40740,-41.77,212.96
40760,-41.77,212.96
40760,-42.39,245.98
40780,-42.39,245.98
40780,-41.83,226.83
40800,-41.83,226.83
40800,-39.15,174.58
40820,-39.15,174.58
40820,-40.66,172.61
40840,-40.66,172.61
40840,-39.26,153.56
40860,-39.26,153.56
40860,-39.99,124.09
40880,-39.99,124.09
40880,-40.72,117.1
40900,-40.72,117.1
40900,-40.03,92.19
40920,-40.03,92.19
40920,-40.77,74.20999999999998
40940,-40.77,74.20999999999998
40940,-39.37,57.04
40960,-39.37,57.04
40960,-40.57,68.11
40980,-40.57,68.11
40980,-39.74,61.17
41000,-39.74,61.17
41000,-39.13,54.64
41020,-39.13,54.64
41020,-38.88,44.72
41040,-38.88,44.72
41040,-38.25,35.93
41060,-38.25,35.93
41060,-38.76,48.88
41080,-38.76,48.88
41080,-39.14,61.99
41100,-39.14,61.99
41100,-39.04,50.31
41120,-39.04,50.31
41120,-38.62,62.03
41140,-38.62,62.03
41140,-39.56,56.21
41160,-39.56,56.21
41160,-39.3,64.02
41180,-39.3,64.02
41180,-39.03,54.71
41200,-39.03,54.71
41200,-38.63,48.32
41220,-38.63,48.32
41220,-38.41,49.01
41240,-38.41,49.01
41240,-39.14,44.8
41260,-39.14,44.8
41260,-38.83,44.26
41280,-38.83,44.26
41280,-37.86,49.41
41300,-37.86,49.41
41300,-38.38,39.47
41320,-38.38,39.47
41320,-38.18,40.75
41340,-38.18,40.75
41340,-38.71,46.34
41360,-38.71,46.34
41360,-37.54,41.28
41380,-37.54,41.28
41380,-37.64,33.57
41400,-37.64,33.57
41400,-37.9,34.49
41420,-37.9,34.49
41420,-37.41,32.31
41440,-37.41,32.31
41440,-37.58,34.26
41460,-37.58,34.26
41460,-40,68.83
41480,-40,68.83
41480,-40.44,140.78
41500,-40.44,140.78
41500,-40.36,185.05
41520,-40.36,185.05
41520,-40.06,215.62
41540,-40.06,215.62
41540,-40.57,210.35
41560,-40.57,210.35
41560,-41.59,282.56
41580,-41.59,282.56
41580,-41,316.14
41600,-41,316.14
41600,-39.51,277.37
41620,-39.51,277.37
41620,-41.63,310.91
41640,-41.63,310.91
41640,-40.42,289.57
41660,-40.42,289.57
41660,-41.9,324.43
41680,-41.9,324.43
41680,-42.04,403.66
41700,-42.04,403.66
41700,-41.38,292.27
41720,-41.38,292.27
41720,-39.91,310.64
41740,-39.91,310.64
41740,-40.51,344.13
41760,-40.51,344.13
41760,-42.16,329.41
41780,-42.16,329.41
41780,-40.99,313.81
41800,-40.99,313.81
41800,-42.51,363.37
41820,-42.51,363.37
41820,-39.46,624.33
41840,-39.46,624.33
41840,-41.46,288.35
41860,-41.46,288.35
41860,-41.96,258.56
41880,-41.96,258.56
41880,-41.97,290.65
41900,-41.97,290.65
41900,-42.87,472.31
41920,-42.87,472.31
41920,-41.9,310.06
41940,-41.9,310.06
41940,-42.12,289.28
41960,-42.12,289.28
41960,-40.47,365.59
41980,-40.47,365.59
41980,-41.46,402.24
42000,-41.46,402.24
42000,-40.74,278.27
42020,-40.74,278.27
42020,-42.29,296.32
42040,-42.29,296.32
42040,-40.88,250.01
42060,-40.88,250.01
42060,-42.69,389.4
42080,-42.69,389.4
42080,-41.84,344.97
42100,-41.84,344.97
42100,-42.31,340.49
42120,-42.31,340.49
42120,-41.91,266.29
42140,-41.91,266.29
42140,-41.65,234.66
42160,-41.65,234.66
42160,-40.02,208.96
42180,-40.02,208.96
42180,-41.07,173.16
42200,-41.07,173.16
42200,-39.02,145.2
42220,-39.02,145.2
42220,-42.22,123.34
42240,-42.22,123.34
42240,-40.37,128.99
42260,-40.37,128.99
42260,-40.03,68.31
42280,-40.03,68.31
42280,-38.98,63.5
42300,-38.98,63.5
42300,-38.48,54.31
42320,-38.48,54.31
42320,-38.81,54.61
42340,-38.81,54.61
42340,-39.66,68.54
42360,-39.66,68.54
42360,-40.16,49.97
42380,-40.16,49.97
42380,-40.14,60.43
42400,-40.14,60.43
42400,-39.69,63.28
42420,-39.69,63.28
42420,-40.02,75.56
42440,-40.02,75.56
42440,-39.33,57.23
42460,-39.33,57.23
42460,-40.38,58.19
42480,-40.38,58.19
42480,-39.99,61.52
42500,-39.99,61.52
42500,-40.53,67.11
